section,table_name,column_name,data_type,is_nullable,column_default,constraint_type,related_table,related_column,rls_enabled
FOREIGN_KEYS,track_previews,track_id,null,null,null,FOREIGN KEY,tracks,id,null
FOREIGN_KEYS,track_versions,track_id,null,null,null,FOREIGN KEY,tracks,id,null
FOREIGN_KEYS,tracks,dj_id,null,null,null,FOREIGN KEY,dj_profiles,id,null
FOREIGN_KEYS,usage_counters,subscription_id,null,null,null,FOREIGN KEY,subscriptions,id,null
FOREIGN_KEYS,user_interactions,track_id,null,null,null,FOREIGN KEY,tracks,id,null
FOREIGN_KEYS,user_interactions,user_id,null,null,null,FOREIGN KEY,profiles,id,null
FOREIGN_KEYS,user_interactions,dj_id,null,null,null,FOREIGN KEY,dj_profiles,id,null
FOREIGN_KEYS,user_points,profile_id,null,null,null,FOREIGN KEY,profiles,id,null
FOREIGN_KEYS,wishlist_price_history,track_id,null,null,null,FOREIGN KEY,tracks,id,null
FOREIGN_KEYS,wishlists,user_id,null,null,null,FOREIGN KEY,profiles,id,null
PRIMARY_KEYS,activity_feed,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,admin_audit_logs,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,album_packs,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,album_processing_queue,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,album_tracks,album_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,album_tracks,track_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,announcements,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,api_metrics,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,comments,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,copyright_reports,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,dj_branding,dj_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,dj_milestones,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,dj_onboarding_progress,dj_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,dj_profiles,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,dj_subscriptions,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,download_attempts,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,download_tokens,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,experiment_exposures,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,experiments,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,fan_uploads,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,feature_flags,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,follows,followed_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,follows,follower_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,fraud_alerts,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,invoices,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,login_history,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,moderation_queue,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,monetization_settings,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,playlist_tracks,track_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,playlist_tracks,playlist_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,playlists,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,points_history,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,profiles,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,purchases,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,push_subscriptions,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,rate_limits,key,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,referral_codes,profile_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,referrals,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,reviews,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,subscription_plans,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,subscriptions,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,support_tickets,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,system_settings,key,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,tax_records,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,track_fingerprints,track_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,track_previews,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,track_versions,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,tracks,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,usage_counters,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,user_devices,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,user_interactions,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,user_points,profile_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,wishlist_price_history,id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,wishlists,user_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,wishlists,content_id,null,null,null,PRIMARY KEY,null,null,null
PRIMARY_KEYS,wishlists,content_type,null,null,null,PRIMARY KEY,null,null,null
RLS,activity_feed,null,null,null,null,null,null,null,true
RLS,admin_audit_logs,null,null,null,null,null,null,null,true
RLS,album_packs,null,null,null,null,null,null,null,true
RLS,album_processing_queue,null,null,null,null,null,null,null,true
RLS,album_tracks,null,null,null,null,null,null,null,true
RLS,announcements,null,null,null,null,null,null,null,true
RLS,api_metrics,null,null,null,null,null,null,null,true
RLS,comments,null,null,null,null,null,null,null,true
RLS,copyright_reports,null,null,null,null,null,null,null,true
RLS,dj_branding,null,null,null,null,null,null,null,true
RLS,dj_milestones,null,null,null,null,null,null,null,true
RLS,dj_onboarding_progress,null,null,null,null,null,null,null,true
RLS,dj_profiles,null,null,null,null,null,null,null,true
RLS,dj_subscriptions,null,null,null,null,null,null,null,true
RLS,download_attempts,null,null,null,null,null,null,null,true
RLS,download_tokens,null,null,null,null,null,null,null,true
RLS,experiment_exposures,null,null,null,null,null,null,null,true
RLS,experiments,null,null,null,null,null,null,null,true
RLS,fan_uploads,null,null,null,null,null,null,null,true
RLS,feature_flags,null,null,null,null,null,null,null,true
RLS,follows,null,null,null,null,null,null,null,true
RLS,fraud_alerts,null,null,null,null,null,null,null,true
RLS,invoices,null,null,null,null,null,null,null,true
RLS,login_history,null,null,null,null,null,null,null,true
RLS,moderation_queue,null,null,null,null,null,null,null,true
RLS,monetization_settings,null,null,null,null,null,null,null,true
RLS,playlist_tracks,null,null,null,null,null,null,null,true
RLS,playlists,null,null,null,null,null,null,null,true
RLS,points_history,null,null,null,null,null,null,null,true
RLS,profiles,null,null,null,null,null,null,null,true
RLS,purchases,null,null,null,null,null,null,null,true
RLS,push_subscriptions,null,null,null,null,null,null,null,true
RLS,rate_limits,null,null,null,null,null,null,null,true
RLS,referral_codes,null,null,null,null,null,null,null,true
RLS,referrals,null,null,null,null,null,null,null,true
RLS,reviews,null,null,null,null,null,null,null,true
RLS,subscription_plans,null,null,null,null,null,null,null,true
RLS,subscriptions,null,null,null,null,null,null,null,true
RLS,support_tickets,null,null,null,null,null,null,null,true
RLS,system_settings,null,null,null,null,null,null,null,true
RLS,tax_records,null,null,null,null,null,null,null,true
RLS,track_fingerprints,null,null,null,null,null,null,null,true
RLS,track_previews,null,null,null,null,null,null,null,true
RLS,track_versions,null,null,null,null,null,null,null,true
RLS,tracks,null,null,null,null,null,null,null,true
RLS,usage_counters,null,null,null,null,null,null,null,true
RLS,user_devices,null,null,null,null,null,null,null,true
RLS,user_interactions,null,null,null,null,null,null,null,true
RLS,user_points,null,null,null,null,null,null,null,true
RLS,wishlist_price_history,null,null,null,null,null,null,null,true
RLS,wishlists,null,null,null,null,null,null,null,true
TABLES,activity_feed,null,null,null,null,null,null,null,null
TABLES,admin_audit_logs,null,null,null,null,null,null,null,null
TABLES,album_packs,null,null,null,null,null,null,null,null
TABLES,album_processing_queue,null,null,null,null,null,null,null,null
TABLES,album_tracks,null,null,null,null,null,null,null,null
TABLES,announcements,null,null,null,null,null,null,null,null
TABLES,api_metrics,null,null,null,null,null,null,null,null
TABLES,comments,null,null,null,null,null,null,null,null
TABLES,copyright_reports,null,null,null,null,null,null,null,null
TABLES,dj_branding,null,null,null,null,null,null,null,null
TABLES,dj_milestones,null,null,null,null,null,null,null,null
TABLES,dj_onboarding_progress,null,null,null,null,null,null,null,null
TABLES,dj_profiles,null,null,null,null,null,null,null,null
TABLES,dj_sale_analytics,null,null,null,null,null,null,null,null
TABLES,dj_subscriptions,null,null,null,null,null,null,null,null
TABLES,download_attempts,null,null,null,null,null,null,null,null
TABLES,download_tokens,null,null,null,null,null,null,null,null
TABLES,experiment_exposures,null,null,null,null,null,null,null,null
TABLES,experiments,null,null,null,null,null,null,null,null
TABLES,fan_uploads,null,null,null,null,null,null,null,null
TABLES,feature_flags,null,null,null,null,null,null,null,null
TABLES,follows,null,null,null,null,null,null,null,null
TABLES,fraud_alerts,null,null,null,null,null,null,null,null
TABLES,invoices,null,null,null,null,null,null,null,null
TABLES,login_history,null,null,null,null,null,null,null,null
TABLES,moderation_queue,null,null,null,null,null,null,null,null
TABLES,monetization_settings,null,null,null,null,null,null,null,null
TABLES,playlist_tracks,null,null,null,null,null,null,null,null
TABLES,playlists,null,null,null,null,null,null,null,null
TABLES,points_history,null,null,null,null,null,null,null,null
TABLES,profiles,null,null,null,null,null,null,null,null
TABLES,purchases,null,null,null,null,null,null,null,null
TABLES,push_subscriptions,null,null,null,null,null,null,null,null
TABLES,rate_limits,null,null,null,null,null,null,null,null
TABLES,referral_codes,null,null,null,null,null,null,null,null
TABLES,referrals,null,null,null,null,null,null,null,null
TABLES,reviews,null,null,null,null,null,null,null,null
TABLES,subscription_plans,null,null,null,null,null,null,null,null
TABLES,subscriptions,null,null,null,null,null,null,null,null
TABLES,support_tickets,null,null,null,null,null,null,null,null
TABLES,system_settings,null,null,null,null,null,null,null,null
TABLES,tax_records,null,null,null,null,null,null,null,null
TABLES,track_fingerprints,null,null,null,null,null,null,null,null
TABLES,track_previews,null,null,null,null,null,null,null,null
TABLES,track_versions,null,null,null,null,null,null,null,null
TABLES,tracks,null,null,null,null,null,null,null,null
TABLES,usage_counters,null,null,null,null,null,null,null,null
TABLES,user_devices,null,null,null,null,null,null,null,null
TABLES,user_interactions,null,null,null,null,null,null,null,null
TABLES,user_points,null,null,null,null,null,null,null,null
TABLES,wishlist_price_history,null,null,null,null,null,null,null,null
TABLES,wishlists,null,null,null,null,null,null,null,null
